iid,gender,pid,match,int_corr,samerace,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,imprelig,career,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,career_c
17,1,6,0,0.47,0,23,4,1,8,8,8,8,3,4,8,7,2,30,political science,13,,2,1,1,academics or journalism,0,5,6,8,4,5,4,3,3,2,2
17,1,7,0,0.31,0,22,4,1,7,7,8,7,7,7,8,7,2,30,political science,13,,2,1,1,academics or journalism,0,7,6,5,4,4,3,5,4,2,2
17,1,8,0,0.05,1,25,2,1,6,7,8,5,7,7,6,6,2,30,political science,13,,2,1,1,academics or journalism,0,6,4,7,5,6,4,4,4,2,2
17,1,9,1,0.21,0,26,6,1,6,8,9,6,6,6,7,5,2,30,political science,13,,2,1,1,academics or journalism,1,8,6,7,8,6,5,8,4,2,2
17,1,10,0,0.41,1,26,2,1,5,10,8,6,9,,7,1,2,30,political science,13,,2,1,1,academics or journalism,0,7,7,4,3,4,4,3,6,2,2
18,1,1,0,0.5,0,21,4,0,4,9,7,6,5,6,6,7,,27,Business,8,,2,8,8,Financial Services,0,6,7,5,6,8,6,7,5,2,7
18,1,2,0,0.07,1,24,2,0,5,8,7,5,9,5,5,6,2,27,Business,8,,2,8,8,Financial Services,1,7,7,7,7,7,5,7,6,2,7
18,1,3,0,0.29,1,25,2,0,7,9,9,8,9,7,8,7,2,27,Business,8,,2,8,8,Financial Services,0,4,5,6,4,6,4,5,1,2,7
18,1,4,0,0.15,1,23,2,0,5,9,9,5,9,7,6,6,2,27,Business,8,,2,8,8,Financial Services,0,6,7,8,6,6,5,7,7,2,7
18,1,5,0,0.07,1,21,2,1,5,5,7,6,7,5,6,4,2,27,Business,8,,2,8,8,Financial Services,0,5,5,6,5,5,5,6,5,2,7
18,1,6,0,0.03,0,23,4,0,4,8,9,2,8,3,5,5,2,27,Business,8,,2,8,8,Financial Services,0,6,7,8,7,8,5,7,6,2,7
18,1,7,0,0.08,0,22,4,0,5,7,8,5,9,5,5,7,2,27,Business,8,,2,8,8,Financial Services,1,8,7,6,7,7,5,7,5,2,7
18,1,8,1,0.17,1,25,2,1,5,6,7,4,5,6,5,4,2,27,Business,8,,2,8,8,Financial Services,1,9,8,8,8,7,5,7,5,2,7
18,1,9,0,0.1,0,26,6,1,6,7,8,7,9,6,7,5,2,27,Business,8,,2,8,8,Financial Services,0,7,7,7,7,6,5,7,5,2,7
18,1,10,0,0.07,1,26,2,0,5,6,6,4,5,,5,5,2,27,Business,8,,2,8,8,Financial Services,0,6,6,6,6,6,5,7,6,2,7
19,1,1,1,0.28,0,21,4,1,7,6,8,9,8,8,7,7,2,28,money,8,,2,1,1,ceo,1,7,7,8,8,8,9,6.5,8,2,7
19,1,2,1,0.11,1,24,2,1,7,6,8,9,4,5,5,6,2,28,money,8,,2,1,1,ceo,1,8,6,9,9,8,7,8,8,2,7
19,1,3,0,-0.15,1,25,2,0,9,9,9,9,9,9,9,7,2,28,money,8,,2,1,1,ceo,1,7,7,6,8,7,7,7,7,2,7
19,1,4,1,-0.47,1,23,2,1,9,8,10,10,7,8,8,8,2,28,money,8,,2,1,1,ceo,1,7,7,7,10,9,10,8,8,2,7
19,1,5,1,-0.13,1,21,2,1,7,5,7,8,7,9,9,4,2,28,money,8,,2,1,1,ceo,1,5,9,9,9,9,6,7,7,2,7
19,1,6,1,0.46,0,23,4,1,7,6,8,8,6,9,9,6,2,28,money,8,,2,1,1,ceo,1,6,7,7,6,6,6,6,6,2,7
19,1,7,1,-0.34,0,22,4,1,6,6,8,8,8,6,6,6,2,28,money,8,,2,1,1,ceo,1,9,7,9,9,9,10,9,9,2,7
19,1,8,1,-0.47,1,25,2,1,8,8,5,9,8,9,7,10,2,28,money,8,,2,1,1,ceo,1,8,7,8,10,8,10,8,8,2,7
19,1,9,1,-0.35,0,26,6,1,8,5,5,6,5,5,7,6,2,28,money,8,,2,1,1,ceo,1,6,6,6,7,6,6,6,6,2,7
19,1,10,1,0.49,1,26,2,1,9,9,9,9,9,9,9,9,2,28,money,8,,2,1,1,ceo,1,7,7,7,7,6,6,7,8,2,7
20,1,1,0,-0.36,0,21,4,1,5,6,6,8,10,8,6,6,2,24,Finance,8,,2,1,1,CEO,0,6,6,6,6,6,6,6,6,2,7
20,1,2,0,0.39,1,24,2,1,6,7,8,7,9,8,8,7,2,24,Finance,8,,2,1,1,CEO,0,6,5,7,7,9,7,6,9,2,7
20,1,3,0,-0.47,1,25,2,0,8,7,9,7,9,7,8,7,2,24,Finance,8,,2,1,1,CEO,0,5,6,8,5,8,6,5,5,2,7
20,1,4,0,-0.19,1,23,2,1,8,9,10,10,8,8,10,8,2,24,Finance,8,,2,1,1,CEO,0,7,8,8,7,8,7,7,7,2,7
20,1,5,0,-0.06,1,21,2,1,9,6,7,9,6,5,10,3,2,24,Finance,8,,2,1,1,CEO,0,3,10,7,7,10,5,4,10,2,7
20,1,6,0,0.43,0,23,4,1,8,9,9,9,10,7,9,8,2,24,Finance,8,,2,1,1,CEO,0,7,10,10,6,10,7,6,7,2,7
20,1,7,0,-0.16,0,22,4,1,8,6,7,7,8,6,7,5,2,24,Finance,8,,2,1,1,CEO,0,7,6,8,6,8,7,7,7,2,7
20,1,8,1,-0.21,1,25,2,1,7,6,8,7,9,8,8,7,2,24,Finance,8,,2,1,1,CEO,1,8,10,9,9,8,8,8,8,2,7
20,1,9,0,-0.23,0,26,6,1,7,8,7,8,7,8,8,5,2,24,Finance,8,,2,1,1,CEO,0,5,6,6,6,6,6,6,6,2,7
20,1,10,0,0.08,1,26,2,1,9,9,8,10,8,8,9,10,2,24,Finance,8,,2,1,1,CEO,0,6,6,6,6,6,6,7,7,2,7
21,0,40,0,-0.23,1,25,4,0,3,10,10,6,4,7,4,1,2,21,Operations Research,5,,4,8,10,Undecided,0,6,8,7,9,5,7,9,1,1,10
21,0,41,0,-0.3,1,30,4,0,5,5,5,5,5,,5,,2,21,Operations Research,5,,4,8,10,Undecided,0,5,8,7,5,9,5,7,2,2,10
21,0,42,0,0.46,1,23,4,0,3,10,9,5,9,2,6,7,2,21,Operations Research,5,,4,8,10,Undecided,1,8,9,8,8,7,6,9,3,,10
21,0,43,0,0.43,0,24,2,0,4,5,6,4,6,2,5,2,2,21,Operations Research,5,,4,8,10,Undecided,0,5,8,8,4,9,3,6,1,2,10
21,0,44,0,-0.4,0,24,2,1,6,7,8,6,7,7,8,8,2,21,Operations Research,5,,4,8,10,Undecided,0,7,7,8,5,7,2,6,1,2,10
21,0,45,0,0.01,0,28,2,1,7,8,8,7,9,6,7,7,2,21,Operations Research,5,,4,8,10,Undecided,0,6,8,8,6,8,4,5,2,2,10
21,0,46,0,0.22,0,26,2,0,6,7,10,8,9,8,8,6,2,21,Operations Research,5,,4,8,10,Undecided,0,6,8,8,6,8,5,8,2,2,10
21,0,47,0,-0.06,0,30,2,1,9,5,6,5,5,7,5,6,2,21,Operations Research,5,,4,8,10,Undecided,0,4,7,7,4,7,3,5,1,2,10
21,0,48,0,-0.08,0,22,2,0,3,8,5,5,8,3,4,2,2,21,Operations Research,5,,4,8,10,Undecided,0,7,7,7,5,6,3,6,1,2,10
21,0,49,0,0.28,1,25,4,0,6,7,8,4,6,4,6,6,2,21,Operations Research,5,,4,8,10,Undecided,1,9,9,10,9,9,8,9,5,2,10
21,0,50,0,0.27,0,27,1,0,5,8,8,,,,7,7,2,21,Operations Research,5,,4,8,10,Undecided,0,5,7,7,7,7,6,6,1,2,10
21,0,51,0,0.44,0,23,2,0,2,8,8,3,2,2,5,3,2,21,Operations Research,5,,4,8,10,Undecided,0,7,4,6,4,4,2,2,1,2,10
21,0,52,0,0.62,0,21,2,0,6,6,8,6,7,6,6,3,2,21,Operations Research,5,,4,8,10,Undecided,0,5,8,8,5,8,2,6,1,2,10
21,0,53,0,-0.08,0,28,2,0,6,8,8,7,7,6,7,7,2,21,Operations Research,5,,4,8,10,Undecided,0,6,8,7,7,7,2,6,1,2,10
21,0,54,0,-0.2,0,28,2,0,5,7,7,7,7,5,5,5,2,21,Operations Research,5,,4,8,10,Undecided,0,6,8,7,6,8,2,6,1,2,10
21,0,55,0,0.39,0,23,1,0,5,8,10,7,9,5,6,6,2,21,Operations Research,5,,4,8,10,Undecided,0,5,9,9,8,9,5,8,3,2,10
22,0,40,0,0.29,0,25,4,0,4,10,8,8,6,4,3,1,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,5,7,7,6,7,5,6,4,2,5
22,0,41,0,-0.23,0,30,4,0,5,5,5,5,5,,5,,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,4,7,6,6,7,2,3,3,2,5
22,0,42,0,0.44,0,23,4,0,3,6,8,5,5,1,2,1,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,5,6,6,5,6,3,3,2,2,5
22,0,43,0,-0.04,0,24,2,0,4,5,5,3,5,1,5,2,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,5,7,7,5,7,3,4,3,2,5
22,0,44,1,-0.21,0,24,2,1,6,7,6,6,8,5,6,5,2,27,TC (Health Ed),9,,1,1,2,Informatics,1,6,8,8,7,7,6,6,6,2,5
22,0,45,1,-0.02,0,28,2,1,7,7,7,5,6,5,6,5,2,27,TC (Health Ed),9,,1,1,2,Informatics,1,6,7,7,4,6,6,6,6,2,5
22,0,46,0,-0.33,0,26,2,0,5,8,5,5,6,5,5,5,2,27,TC (Health Ed),9,,1,1,2,Informatics,1,8,7,7,7,6,7,7,4,2,5
22,0,47,0,0.27,0,30,2,1,,5,6,5,6,3,4,6,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,5,7,7,6,6,5,5,4,2,5
22,0,48,0,0.73,0,22,2,0,4,6,6,5,,3,5,1,2,27,TC (Health Ed),9,,1,1,2,Informatics,1,7,7,7,7,7,6,7,4,2,5
22,0,49,0,-0.08,0,25,4,0,7,8,7,7,7,,7,4,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,6,7,7,5,7,4,5,3,2,5
22,0,50,0,0.12,1,27,1,0,6,8,7,6,,,7,7,,27,TC (Health Ed),9,,1,1,2,Informatics,1,5,6,7,7,7,7,6,6,2,5
22,0,51,0,-0.52,0,23,2,0,2,2,3,2,2,1,2,1,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,3,4,5,4,4,2,2,1,2,5
22,0,52,0,0.03,0,21,2,0,4,6,7,6,5,5,4,2,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,3,6,7,5,5,4,2,2,2,5
22,0,53,0,0.5,0,28,2,0,6,8,8,7,8,6,7,5,2,27,TC (Health Ed),9,,1,1,2,Informatics,1,7,7,8,6,7,8,8,5,2,5
22,0,54,0,0.33,0,28,2,0,4,7,7,6,6,5,6,4,2,27,TC (Health Ed),9,,1,1,2,Informatics,0,4,5,5,4,5,4,4,2,2,5
22,0,55,0,0.16,1,23,1,0,5,8,9,7,10,8,7,7,2,27,TC (Health Ed),9,,1,1,2,Informatics,1,6,7,7,7,7,7,7,6,2,5
23,0,40,0,0.22,1,25,4,0,5,4,3,7,4,3,1,1,2,21,Psychology,3,,4,9,6,psychologist,1,5,7,6,6,6,7,8,6,2,3
23,0,41,0,0.06,1,30,4,0,8,8,8,8,8,,5,,2,21,Psychology,3,,4,9,6,psychologist,0,5,7,7,6,6,7,7,6,2,3
23,0,42,0,0.41,1,23,4,0,6,10,9,8,9,,8,8,2,21,Psychology,3,,4,9,6,psychologist,1,6,6,7,6,6,6,6.5,5,2,3
23,0,43,1,-0.35,0,24,2,1,4,6,5,4,3,2,6,4,1,21,Psychology,3,,4,9,6,psychologist,1,5,7,8,6,6,7,7,6,2,3
23,0,44,1,-0.17,0,24,2,1,8,8,8,10,7,8,8,8,1,21,Psychology,3,,4,9,6,psychologist,1,7,7,7,6,6,9,9,10,1,3
23,0,45,1,-0.1,0,28,2,1,7,8,7,6,6,6,7,7,2,21,Psychology,3,,4,9,6,psychologist,1,6,7,7,6,7,5,7,5,2,3
23,0,46,0,-0.52,0,26,2,0,6,8,9,8,8,9,8,6,2,21,Psychology,3,,4,9,6,psychologist,1,7,6,7,7,7,6,7,5,2,3
23,0,47,0,0.21,0,30,2,1,5,6,6,4,7,4,6,5,2,21,Psychology,3,,4,9,6,psychologist,0,5,6,7,6,6,6,6,5,2,3
23,0,48,0,0.58,0,22,2,0,4,6,6,4,3,3,3,2,2,21,Psychology,3,,4,9,6,psychologist,0,6,6,6,8,6,5,6,5,2,3
23,0,49,0,-0.23,1,25,4,0,7,8,8,6,7,3,6,5,2,21,Psychology,3,,4,9,6,psychologist,1,7,7,6,7,6,7,8,6,2,3
23,0,50,0,0.05,0,27,1,0,5,,7,6,,,7,,2,21,Psychology,3,,4,9,6,psychologist,1,6,6,7,8,8,7,7,5,2,3
23,0,51,0,-0.57,0,23,2,0,4,6,4,1,1,1,2,5,2,21,Psychology,3,,4,9,6,psychologist,0,7,6,5,4,4,4,6,4,2,3
23,0,52,0,-0.13,0,21,2,0,7,7,6,6,6,5,5,2,2,21,Psychology,3,,4,9,6,psychologist,0,6,6,5,7,5,6,6,5,2,3
23,0,53,0,0.49,0,28,2,1,7,8,8,7,8,6,7,6,2,21,Psychology,3,,4,9,6,psychologist,0,,,,,,,,,,3
23,0,54,0,0.35,0,28,2,1,6,7,7,7,9,7,7,5,2,21,Psychology,3,,4,9,6,psychologist,0,6,7,6,6,5,5,6,4,2,3
23,0,55,0,0.1,0,23,1,0,6,9,10,8,10,7,7,7,2,21,Psychology,3,,4,9,6,psychologist,0,6,8,7,6,7,5,6,5,2,3
24,0,40,0,-0.31,0,25,4,0,5,10,9,9,8,5,2,3,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,5,6,7,7,7,,6,3,2,9
24,0,41,0,-0.07,0,30,4,0,5,5,5,5,5,,5,,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,7,8,,,8,,8,4,2,9
24,0,42,0,0.09,0,23,4,0,7,6,7,9,8,2,3,1,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,6,8,,7,,,7,5,2,9
24,0,43,0,-0.32,1,24,2,0,5,5,6,4,7,2,5,5,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,7,8,8,8,,,7,5,2,9
24,0,44,0,0.54,1,24,2,1,5,7,8,7,8,8,8,6,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,5,8,8,,8,6,7,7,2,9
24,0,45,0,-0.19,1,28,2,1,6,6,6,6,5,5,5,6,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,7,7,8,,8,,8,6,2,9
24,0,46,0,0.24,1,26,2,0,7,8,8,8,7,9,8,5,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,1,9,8,7,8,,8,8,7,2,9
24,0,47,0,0.04,1,30,2,1,6,6,6,5,6,4,6,6,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,5,7,7,7,7,7,7,7,2,9
24,0,48,0,0.05,1,22,2,0,6,8,8,5,,3,5,3,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,7,7,7,8,7,,7,6,2,9
24,0,49,0,-0.04,0,25,4,1,7,7,6,5,6,7,7,4,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,6,,,8,,6,6,5,2,9
24,0,50,0,-0.12,0,27,1,1,7,,,9,,,8.5,7,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,6,8,,8,,,7,7,2,9
24,0,51,0,-0.07,1,23,2,1,7,5,7,6,6,6,6,2,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,6,6,8,7,8,,7,7,2,9
24,0,52,0,-0.01,1,21,2,0,7,7,9,5,6,2,4,2,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,4,,,6,8,7,7,6,2,9
24,0,53,0,0.48,1,28,2,0,8,8,8,8,7,7,7,7,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,1,8,,,7,8,8,8,7,2,9
24,0,54,0,0.49,1,28,2,1,8,7,8,7,7,8,7,5,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,6,8,,8,8,8,7,6,2,9
24,0,55,0,-0.22,0,23,1,1,8,9,9,8,8,6,8,6,2,27,social work,11,,2,2,3,health/nutrition oriented social worker,0,8,7,7,,,2,6,4,2,9
25,0,40,0,-0.12,0,25,4,0,8,10,9,9,8,4,3,1,2,25,Social Work,11,,2,10,2,Social Worker,0,7,8,9,6,8,5,6,4,2,9
25,0,41,0,0.09,0,30,4,1,5,5,5,5,5,,5,,2,25,Social Work,11,,2,10,2,Social Worker,0,5,8,8,6,8,5,7,3,2,9
25,0,42,0,0.58,0,23,4,1,8,9,7,7,5,,8,6,2,25,Social Work,11,,2,10,2,Social Worker,0,6,7,8,7,9,7,7,5,2,9
25,0,43,0,-0.2,1,24,2,1,8,5,6,6,5,1,6,1,2,25,Social Work,11,,2,10,2,Social Worker,0,4,5,10,4,10,4,4,5,2,9
25,0,44,0,-0.29,1,24,2,1,7,6,6,7,5,4,7,6,2,25,Social Work,11,,2,10,2,Social Worker,0,6,7,9,7,9,3,5,4,2,9
25,0,45,0,-0.01,1,28,2,1,7,6,6,7,6,6,7,7,2,25,Social Work,11,,2,10,2,Social Worker,0,6,8,7,5,8,7,7,5,2,9
25,0,46,0,-0.24,1,26,2,1,10,8,7,8,7,8,9.5,6,1,25,Social Work,11,,2,10,2,Social Worker,0,7,8,8,6,10,6,8,7,2,9
25,0,47,0,-0.05,1,30,2,1,6,7,5,5,5,2,6,5,2,25,Social Work,11,,2,10,2,Social Worker,0,3,8,9,8,10,5,8,4,2,9
25,0,48,0,0.38,1,22,2,1,9,8,7,8,,5,8,7,2,25,Social Work,11,,2,10,2,Social Worker,0,7,8,8,8,6,6,7,6,2,9
25,0,49,0,0.06,0,25,4,1,9,8,7,8,6,5,8,4,2,25,Social Work,11,,2,10,2,Social Worker,0,8,8,9,8,9,8,9,8,2,9
25,0,50,0,0.35,0,27,1,1,7,,,,,,8,7,2,25,Social Work,11,,2,10,2,Social Worker,0,9,8,9,8,10,7,8,7,2,9
25,0,51,0,0.11,1,23,2,0,6,4,7,6,2,2,3,3,2,25,Social Work,11,,2,10,2,Social Worker,0,6,5,8,7,10,8,6,7,2,9
25,0,52,0,0.28,1,21,2,1,8,7,7,7,6,6,7,3,2,25,Social Work,11,,2,10,2,Social Worker,0,5,4,7,5,9,7,5,4,2,9
25,0,53,0,0.11,1,28,2,1,9,8,8,8,8,7,8,8,2,25,Social Work,11,,2,10,2,Social Worker,0,7,8,9,7,8,5,7,7,2,9
25,0,54,0,-0.15,1,28,2,1,8,9,9,9,7,5,7,5,2,25,Social Work,11,,2,10,2,Social Worker,0,5,8,8,6,9,6,6,7,2,9
25,0,55,0,0.53,0,23,1,1,8,9,8,10,9,8,9,6,2,25,Social Work,11,,2,10,2,Social Worker,0,7,7,7,8,8,6,7,5,2,9
26,0,40,0,-0.38,0,25,4,0,8,9,9,8,7,4,3,1,2,23,Social Work,11,,2,2,4,Social work with children,0,2,5,5,3,5,2,2,2,2,9
26,0,41,0,-0.05,0,30,4,1,5,5,5,5,5,,5,,2,23,Social Work,11,,2,2,4,Social work with children,0,2,5,5,3,5,2,2,2,2,9
26,0,42,0,0.04,0,23,4,1,7,8,8,9,8,,7,4,2,23,Social Work,11,,2,2,4,Social work with children,0,2,5,5,3,7,3,3,2,2,9
26,0,43,0,-0.02,1,24,2,1,6,5,7,5,5,2,5,4,2,23,Social Work,11,,2,2,4,Social work with children,0,2,6,7,1,7,2,2,3,2,9
26,0,44,0,0.46,1,24,2,1,8,7,7,8,7,7,9,7,2,23,Social Work,11,,2,2,4,Social work with children,0,3,8,7,6,6,4,5,4,2,9
26,0,45,0,-0.06,1,28,2,1,7,6,8,7,6,7,8,7,2,23,Social Work,11,,2,2,4,Social work with children,0,4,7,6,1,4,3,2,2,2,9
26,0,46,0,0.22,1,26,2,1,10,9,9,10,7,8,9.5,7,2,23,Social Work,11,,2,2,4,Social work with children,0,7,4,5,6,5,4,6,5,2,9
26,0,47,0,-0.05,1,30,2,1,5,6,6,6,6,6,6,6,2,23,Social Work,11,,2,2,4,Social work with children,0,3,7,6,4,6,2,2,2,2,9
26,0,48,0,0.29,1,22,2,1,9,8,7,9,,8,9,8,2,23,Social Work,11,,2,2,4,Social work with children,0,6,5,5,7,6,3,4,4,2,9
26,0,49,0,0.02,0,25,4,1,9,8,7,7,7,8,8,6,2,23,Social Work,11,,2,2,4,Social work with children,0,5,8,8,7,7,6,5,5,2,9
26,0,50,0,0.21,0,27,1,1,8,,,,,,8,7,2,23,Social Work,11,,2,2,4,Social work with children,0,7,6,6,7,6,6,8,5,2,9
26,0,51,0,0.05,1,23,2,1,7,3,5,5,3,2,6,6,2,23,Social Work,11,,2,2,4,Social work with children,0,6,7,6,5,6,6,6,4,2,9
26,0,52,0,0.06,1,21,2,1,8,7,7,7,6,6,7,3,2,23,Social Work,11,,2,2,4,Social work with children,0,2,7,6,4,4,4,5,4,2,9
26,0,53,0,0.08,1,28,2,1,9,9,9,9,8,8,8,8,2,23,Social Work,11,,2,2,4,Social work with children,0,6,8,8,6,7,5,6,6,2,9
26,0,54,0,0.16,1,28,2,1,8,8,7,8,7,6,7,4,2,23,Social Work,11,,2,2,4,Social work with children,0,2,8,7,2,7,2,3,3,2,9
26,0,55,0,0.03,0,23,1,1,8,9,8,9,9,8,9,7,2,23,Social Work,11,,2,2,4,Social work with children,0,6,6,6,6,6,4,6,5,2,9
27,0,40,0,-0.13,0,25,4,0,9,8,6,8,7,5,5,2,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,2,6,6,6,6,,3,3,2,9
27,0,41,0,-0.04,0,30,4,1,8,8,8,8,8,,8,,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,1,6,4,2,1,,2,1,2,9
27,0,42,0,-0.07,0,23,4,1,8,9,8,9,8,,9,6,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,1,4,6,2,6,1,2,2,2,9
27,0,43,0,-0.16,0,24,2,1,7,6,5,7,3,5,6,2,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,1,6,7,6,4,3,2,3,1,9
27,0,44,0,0.44,0,24,2,1,9,7,7,7,6,5,7,6,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,1,3,4,2,2,1,1,4,2,9
27,0,45,0,-0.27,0,28,2,1,8,8,7,8,6,7,8,7,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,3,6,6,4,5,1,1,2,2,9
27,0,46,1,0.29,0,26,2,1,9,8,8,8,7,9,9.5,7,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,1,8,7,6,6,4,4,6,5,2,9
27,0,47,0,-0.28,0,30,2,1,7,5,6,6,4,5,7,6,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,1,4,5,4,4,4,3,5,2,9
27,0,48,0,-0.35,0,22,2,1,8,8,5,6,,7,7,6,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,4,6,4,5,6,7,3,1,2,9
27,0,49,0,0.13,0,25,4,1,8,8,7,7,7,0,7,5,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,4,5,4,5,6,,2,3,2,9
27,0,50,1,-0.23,0,27,1,1,8,,,7,,6,8,7,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,1,6,5,6,7,8,4,4,4,2,9
27,0,51,0,0.2,0,23,2,1,8,4,4,7,5,3,6,2,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,1,2,6,1,6,2,2,3,2,9
27,0,52,0,-0.31,0,21,2,1,8,7,7,6,6,7,7,3,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,1,3,7,1,4,2,1,3,2,9
27,0,53,0,-0.07,0,28,2,1,8,8,8,8,8,7,8,8,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,6,4,8,3,8,2,3,3,2,9
27,0,54,0,-0.06,0,28,2,1,9,9,8,9,8,7,8,5,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,2,4,7,3,6,2,1,2,2,9
27,0,55,0,-0.16,0,23,1,1,9,8,9,10,9,8,10,7,2,22,Speech Language Pathology,3,,3,1,5,Speech Language Pathologist,0,5,6,6,4,3,4,4,1,2,9
28,0,40,0,,0,25,4,0,8,8,7,8,7,3,6,2,2,26,Speech Languahe Pathology,3,,2,,,,0,3,6,6,6,5,2,2,4,2,
28,0,41,0,,0,30,4,1,8,8,8,8,8,8,5,,2,26,Speech Languahe Pathology,3,,2,,,,0,2,6,5,4,5,2,2,2,2,
28,0,42,0,,0,23,4,1,7,10,9,8,9,,8,6,2,26,Speech Languahe Pathology,3,,2,,,,0,3,5,8,5,8,3,3,3,2,
28,0,43,0,,1,24,2,0,5,6,6,4,7,6,5,2,2,26,Speech Languahe Pathology,3,,2,,,,0,4,6,5,4,4,3,3,4.5,2,
28,0,44,0,,1,24,2,1,5,5,5,5,6,5,5,5,2,26,Speech Languahe Pathology,3,,2,,,,0,4,6,7,4,5,2,2,4,2,
28,0,45,0,,1,28,2,1,7,7,7,6,6,6,8,7,2,26,Speech Languahe Pathology,3,,2,,,,0,4,6,5,3,3,3,3,3,2,
28,0,46,1,,1,26,2,1,7,7,7,7,7,9,8,7,2,26,Speech Languahe Pathology,3,,2,,,,1,7,8,8,8,5,9,7.5,6.5,2,
28,0,47,0,,1,30,2,1,5,6,7,5,7,5,7,6,2,26,Speech Languahe Pathology,3,,2,,,,0,4,6,6,5,4,3,2,5,2,
28,0,48,0,,1,22,2,0,7,8,5,6,3,3,5,2,2,26,Speech Languahe Pathology,3,,2,,,,0,6,6,5,6,4,4,4,4,2,
28,0,49,0,,0,25,4,1,7,8,8,7,6,,7,5,2,26,Speech Languahe Pathology,3,,2,,,,0,3,5,7,5.5,5,4,4,3,2,
28,0,50,0,,0,27,1,0,6,8,8,7,8,5,7,7,2,26,Speech Languahe Pathology,3,,2,,,,0,5,8,9,5,8,6,3,5,2,
28,0,51,0,,1,23,2,0,6,7,7,3,2,1,5,9,2,26,Speech Languahe Pathology,3,,2,,,,1,5,4.5,6,4,5.5,6,4.5,4.5,2,
28,0,52,0,,1,21,2,0,5,6,7,5,6,5,5,3,2,26,Speech Languahe Pathology,3,,2,,,,0,,,,,,,,,,
28,0,53,0,,1,28,2,0,7,8,8,7,8,7,7,7,2,26,Speech Languahe Pathology,3,,2,,,,1,6,6,7,5,6,7,8,5.5,2,
28,0,54,0,,1,28,2,0,7,8,7,7,7,7,7,6,2,26,Speech Languahe Pathology,3,,2,,,,0,4,5,6.5,5,5,6,4,4,2,
28,0,55,0,,0,23,1,1,9,9,10,9,9,9,10,7,2,26,Speech Languahe Pathology,3,,2,,,,0,4,6,6,5,6,6,4,4,2,
29,0,40,0,0.11,0,25,4,0,5,6,3,4,3,3,1,,2,22,Social Work,11,,2,4,5,Social Work Administration,0,4,9,4,4,5,,5,4,2,9
29,0,41,0,-0.57,0,30,4,0,8,8,8,8,8,,8,,2,22,Social Work,11,,2,4,5,Social Work Administration,0,4,8,6,3,6,,4,4,2,9
29,0,42,0,0.1,0,23,4,0,3,8,7,5,8,,4,1,2,22,Social Work,11,,2,4,5,Social Work Administration,0,6,8,7,5,5,,6,3,2,9
29,0,43,0,0.31,1,24,2,0,4,4,5,4,6,5,5,2,2,22,Social Work,11,,2,4,5,Social Work Administration,0,5,7,5,3,5,,5,4,,9
